,Foldchange,stat,pvalue,FDR,comparison,group1,group2
MRPS21,-0.3288938135467307,-2.5754047972244924,0.010012283218714368,0.9454905887484688,1_vs_0,1,0
RPL10,-19.49915606820667,-2.5525530657267184,0.010693661827476577,0.9454905887484688,1_vs_0,1,0
SELENOH,-0.4569938527643013,-2.543056808892041,0.010988736149527698,0.9454905887484688,1_vs_0,1,0
VAMP8,-0.44808934762994945,-2.5405311049971497,0.011068424779248635,0.9454905887484688,1_vs_0,1,0
UBB,-0.8533118770292172,-2.501575743503579,0.012364199125852718,0.9454905887484688,1_vs_0,1,0
NDUFS5,-0.5761790020060266,-2.4854527813233434,0.012938675072447262,0.9454905887484688,1_vs_0,1,0
FTH1,-12.149547500854158,-2.484269274094709,0.01298176026262171,0.9454905887484688,1_vs_0,1,0
SQSTM1,-0.39112680493421437,-2.4840016342151947,0.01299152118136208,0.9454905887484688,1_vs_0,1,0
H3F3B,-3.970547551142815,-2.4447712629412077,0.014494403578933102,0.9454905887484688,1_vs_0,1,0
ANKRD12,-0.3157595604314355,-2.4337335092097137,0.014943992881898996,0.9454905887484688,1_vs_0,1,0
WDR83OS,-0.3793142505278753,-2.409551304054492,0.015972150242913746,0.9454905887484688,1_vs_0,1,0
YBX1,-1.0785440500876176,-2.3917221496243006,0.016769532090752163,0.9454905887484688,1_vs_0,1,0
RPS12,-17.8914922275738,-2.3824920407538133,0.017195903707540885,0.9454905887484688,1_vs_0,1,0
NDUFA1,-0.4580091089688883,-2.3650366227724557,0.01802828806334347,0.9454905887484688,1_vs_0,1,0
UBE2D3,-0.562434381222101,-2.349313792512108,0.01880804885035572,0.9454905887484688,1_vs_0,1,0
RPL32,-14.844225806688621,-2.345270955133517,0.01901325662903771,0.9454905887484688,1_vs_0,1,0
RPL37A,-3.015176279649559,-2.325699828744632,0.020034569640039628,0.9454905887484688,1_vs_0,1,0
TAF1D,-0.28791290178796825,-2.3221649617905555,0.02022405485316574,0.9454905887484688,1_vs_0,1,0
ZC3H15,-0.28281999196307905,-2.3117155099466498,0.020793366101237644,0.9454905887484688,1_vs_0,1,0
S100A9,-19.83124630586993,-2.2946393860472853,0.021753799146170306,0.9454905887484688,1_vs_0,1,0
TMSB10,-13.11888523591804,-2.2814801314632223,0.022520051099099492,0.9454905887484688,1_vs_0,1,0
RPL31,-2.490993417245697,-2.274846219978208,0.02291515646551993,0.9454905887484688,1_vs_0,1,0
S100A4,-5.758346945664277,-2.2726993980600314,0.023044300961914805,0.9454905887484688,1_vs_0,1,0
RPL41,-16.524315229828154,-2.26816725511122,0.023319014430427516,0.9454905887484688,1_vs_0,1,0
TCEA1,-0.3277607182052759,-2.259444431390315,0.023855753226002124,0.9454905887484688,1_vs_0,1,0
TRAPPC1,-0.3352588817748021,-2.2409443859411415,0.025029677646627176,0.9454905887484688,1_vs_0,1,0
VCP,-0.28579193643368106,-2.237257942875543,0.025269486279217934,0.9454905887484688,1_vs_0,1,0
RPLP1,-17.755980111152322,-2.225541835871441,0.02604488588247737,0.9454905887484688,1_vs_0,1,0
HLA-A,-5.644189501535298,-2.208967666407591,0.027176889960739015,0.9454905887484688,1_vs_0,1,0
PSMB10,-0.3305308865486979,-2.180751952131952,0.029201768148809037,0.9454905887484688,1_vs_0,1,0
SERPINB1,-0.5868989269645248,-2.1798068799155534,0.029271779750385363,0.9454905887484688,1_vs_0,1,0
SMIM26,-0.2561470962029951,-2.1647134320272885,0.030409637795998253,0.9454905887484688,1_vs_0,1,0
RPL36,-4.629253499855861,-2.1595053401527586,0.030810983486287618,0.9454905887484688,1_vs_0,1,0
LITAF,-0.40955218156901796,-2.1552798741172112,0.03113993973960457,0.9454905887484688,1_vs_0,1,0
HLA-E,-2.0908852916304355,-2.140595696175701,0.03230665616844732,0.9454905887484688,1_vs_0,1,0
SNU13,-0.2673386034398387,-2.1385051807533664,0.032475764104778745,0.9454905887484688,1_vs_0,1,0
UBE2I,-0.26068884122012986,-2.1362785288267703,0.03265671790876956,0.9454905887484688,1_vs_0,1,0
HNRNPA3,-0.37904261021962077,-2.132582377170411,0.03295900024129428,0.9454905887484688,1_vs_0,1,0
SELENOK,-0.28246180470743454,-2.128283526103028,0.03331358313941937,0.9454905887484688,1_vs_0,1,0
NDUFA12,-0.29632331392205474,-2.125927002497909,0.033509338128885006,0.9454905887484688,1_vs_0,1,0
PRDX6,-0.3419100096300411,-2.1099409277479357,0.034863444371156536,0.9454905887484688,1_vs_0,1,0
NOL7,-0.25419560111575285,-2.1095344930668936,0.03489847193526814,0.9454905887484688,1_vs_0,1,0
GSTK1,-0.6630767283706623,-2.1084501754880765,0.034992068210833525,0.9454905887484688,1_vs_0,1,0
EIF5,-0.33125809366134884,-2.0913130648537392,0.03650000941945631,0.9454905887484688,1_vs_0,1,0
GNB2,-0.39607461537907557,-2.066916066919739,0.038742063506080275,0.9454905887484688,1_vs_0,1,0
TBCA,-0.44162083151120574,-2.05331222676781,0.04004230580389717,0.9454905887484688,1_vs_0,1,0
NDUFB10,-0.3074220220455743,-2.0474826655476175,0.04061071714850282,0.9454905887484688,1_vs_0,1,0
RPS15,-8.623370535508178,-2.0430230723320486,0.041050154195756056,0.9454905887484688,1_vs_0,1,0
ARHGDIA,-0.3177985670891187,-2.0356646537703003,0.04178404070535526,0.9454905887484688,1_vs_0,1,0
OST4,-0.7667047543310678,-2.021269300636577,0.043251895273107625,0.9454905887484688,1_vs_0,1,0
SEC61B,-0.5791841428584792,-2.018637993750625,0.043524859045391766,0.9454905887484688,1_vs_0,1,0
FTL,-10.330200432042869,-1.9930156405889512,0.04625973443941601,0.9454905887484688,1_vs_0,1,0
RPL39,-10.173646055326735,-1.9848631849663503,0.047159695326275494,0.9454905887484688,1_vs_0,1,0
RPS8,-14.078335523756545,-1.9791426980384823,0.047799942312616354,0.9454905887484688,1_vs_0,1,0
RPLP2,-7.328386848764882,-1.9785565765855582,0.04786595274336597,0.9454905887484688,1_vs_0,1,0
H2AFV,-0.27277722398861476,-1.9770000607400162,0.04804162332965359,0.9454905887484688,1_vs_0,1,0
UQCRQ,-0.3887625039123783,-1.9682772693696649,0.04903614385715256,0.9454905887484688,1_vs_0,1,0
ANAPC11,-0.25656007113089546,-1.9537233864954846,0.05073393900877238,0.9454905887484688,1_vs_0,1,0
SBDS,-0.3617373422951434,-1.951915433725428,0.05094824559252627,0.9454905887484688,1_vs_0,1,0
PRPF38B,-0.24002344745922283,-1.95158118333849,0.05098794905119896,0.9454905887484688,1_vs_0,1,0
WASF2,-0.3752674678195916,-1.9510674061297006,0.051049027870645775,0.9454905887484688,1_vs_0,1,0
GCC2,-0.28853772621669377,-1.9405638108313237,0.05231120722344074,0.9454905887484688,1_vs_0,1,0
CD52,-2.347045566883007,-1.9294249134580213,0.05367813332023645,0.9454905887484688,1_vs_0,1,0
EIF5A,-0.496033736866024,-1.9290348729378226,0.053726533102057196,0.9454905887484688,1_vs_0,1,0
VIM,-5.404718528411781,-1.9274046212327116,0.053929224163296915,0.9454905887484688,1_vs_0,1,0
RPL19,-12.229325115762139,-1.9260095936719444,0.05410317595109673,0.9454905887484688,1_vs_0,1,0
PNRC1,-1.672900607452867,-1.9248393124659202,0.054249464127246176,0.9454905887484688,1_vs_0,1,0
JTB,-0.2811218503741027,-1.9247129730406924,0.054265276602244436,0.9454905887484688,1_vs_0,1,0
PNN,-0.23647859213806435,-1.9245198953175753,0.05428944938354425,0.9454905887484688,1_vs_0,1,0
HSP90AA1,-0.7703757413249279,-1.9220440802809484,0.054600211419908964,0.9454905887484688,1_vs_0,1,0
RPL37,-7.2411273028661975,-1.9168032592491704,0.05526293074357739,0.9454905887484688,1_vs_0,1,0
CLEC2B,-0.3431391311219522,-1.9165406087611239,0.05529631943322404,0.9454905887484688,1_vs_0,1,0
ENO1,-0.45180309057804596,-1.915211008337118,0.0554655991592457,0.9454905887484688,1_vs_0,1,0
NSD3,-0.24369263323033533,-1.9140281352368906,0.05561656088595667,0.9454905887484688,1_vs_0,1,0
SF3B1,-0.3306204446858262,-1.9121125345417118,0.055861761456839285,0.9454905887484688,1_vs_0,1,0
EIF1B,-0.23321907676057438,-1.9106921680292461,0.05604415188896561,0.9454905887484688,1_vs_0,1,0
SNX3,-0.3636226688682957,-1.9073796384627446,0.05647144414199614,0.9454905887484688,1_vs_0,1,0
MPHOSPH8,-0.27408444152711514,-1.9042663721073507,0.056875501472744235,0.9454905887484688,1_vs_0,1,0
CALM3,-0.37662109996244947,-1.9030407583998112,0.05703522707332984,0.9454905887484688,1_vs_0,1,0
SSU72,-0.2441304205322617,-1.9000021375290366,0.05743283912115451,0.9454905887484688,1_vs_0,1,0
ACTR3,-0.29601746661088635,-1.8988560474003362,0.05758340562791296,0.9454905887484688,1_vs_0,1,0
RPL30,-12.906614618327604,-1.8981931480411591,0.05767064310777624,0.9454905887484688,1_vs_0,1,0
RPL11,-12.08234796287256,-1.8933634179803251,0.05830955679877861,0.9454905887484688,1_vs_0,1,0
RPL13,-14.028303303583932,-1.8878058352803808,0.05905202153157489,0.9454905887484688,1_vs_0,1,0
PRMT2,-0.3201273923460895,-1.8759415022484023,0.06066331294189486,0.9454905887484688,1_vs_0,1,0
JUNB,-5.293967564844503,-1.8609691115038607,0.06274853882477867,0.9454905887484688,1_vs_0,1,0
KMT2E,-0.38212559220784176,-1.8595416774840234,0.06295039743634039,0.9454905887484688,1_vs_0,1,0
GSTP1,-0.7162664605969908,-1.830884656511747,0.0671177609563965,0.9454905887484688,1_vs_0,1,0
FOS,-11.200179586964552,-1.8279078744777448,0.06756337905648083,0.9454905887484688,1_vs_0,1,0
RPL35,-2.988916814321795,-1.822295384825571,0.06841017810517143,0.9454905887484688,1_vs_0,1,0
SNRPD3,-0.2353438045197896,-1.820481166036224,0.0686857618551846,0.9454905887484688,1_vs_0,1,0
COPE,-0.2998319388289793,-1.8151257340883862,0.06950458928382376,0.9454905887484688,1_vs_0,1,0
COX7C,-1.396581818740919,-1.8019760769606947,0.07154916951692918,0.9454905887484688,1_vs_0,1,0
SNRPF,-0.2122056445441637,-1.7918940628756905,0.0731499372023975,0.9454905887484688,1_vs_0,1,0
SH3BGRL,-0.40766321241459835,-1.787895989679542,0.07379279004386177,0.9454905887484688,1_vs_0,1,0
TCF25,-0.45616793767497926,-1.7874744238449463,0.07386084226857081,0.9454905887484688,1_vs_0,1,0
ATP6V1F,-0.3730412525219913,-1.7844514635257072,0.07435033496010852,0.9454905887484688,1_vs_0,1,0
MYL6,-1.9464990319757827,-1.7651522445116083,0.07753818216103378,0.9454905887484688,1_vs_0,1,0
SRSF10,-0.30574400948172725,-1.750595480961076,0.08001561425266575,0.9454905887484688,1_vs_0,1,0
NUCB2,-0.23756525712178964,-1.7501951125453676,0.0800846519004715,0.9454905887484688,1_vs_0,1,0
JAK1,-0.4691079745531516,-1.7463369465961915,0.08075241941083293,0.9454905887484688,1_vs_0,1,0
ARID4B,-0.25685929382448325,-1.7439426109078473,0.08116909743916585,0.9454905887484688,1_vs_0,1,0
SERP1,-0.991205153018633,-1.738936212331697,0.0820459836593422,0.9454905887484688,1_vs_0,1,0
TERF2IP,-0.2272237484884042,-1.7331203050454942,0.08307428805402482,0.9454905887484688,1_vs_0,1,0
HLA-C,-3.7464587899010144,-1.7289202666556671,0.08382336629931914,0.9454905887484688,1_vs_0,1,0
PAPOLA,-0.22789177734026694,-1.7252501252826016,0.08448240587359977,0.9454905887484688,1_vs_0,1,0
HNRNPM,-0.2845074372822451,-1.721796216949534,0.08510644014260739,0.9454905887484688,1_vs_0,1,0
SNRPB,-0.2610301585410673,-1.7204154349194407,0.08535695330842982,0.9454905887484688,1_vs_0,1,0
RASGRP2,-0.23480382909576836,-1.7190682642678023,0.08560194263370746,0.9454905887484688,1_vs_0,1,0
RPL29,-9.138695875079714,-1.7186768398681125,0.08567323146186062,0.9454905887484688,1_vs_0,1,0
RPL34,-10.976090069638333,-1.7186228751443535,0.08568306364059174,0.9454905887484688,1_vs_0,1,0
ARHGEF1,-0.3045850440374367,-1.7123252721948614,0.08683674185549306,0.9454905887484688,1_vs_0,1,0
ZNHIT1,-0.2101374748481988,-1.7080415432075222,0.08762863434971363,0.9454905887484688,1_vs_0,1,0
MTRNR2L12,-3.0789211862020203,-1.6963608364486478,0.08981756573933641,0.9454905887484688,1_vs_0,1,0
RPS14,-11.925005577223295,-1.6792956601011386,0.09309443639441804,0.9454905887484688,1_vs_0,1,0
RPS15A,-10.493654397890298,-1.677010850076352,0.09354036016897911,0.9454905887484688,1_vs_0,1,0
FNBP1,-0.22143077334357752,-1.6702301301484095,0.09487384088791789,0.9454905887484688,1_vs_0,1,0
CHCHD10,-0.28937362474535344,-1.6683986584993764,0.09523661440728573,0.9454905887484688,1_vs_0,1,0
GGNBP2,-0.19711604361215154,-1.6644188534055993,0.09602875498624036,0.9454905887484688,1_vs_0,1,0
SF3A2,-0.1943281104235079,-1.6631168203916205,0.0962890535367655,0.9454905887484688,1_vs_0,1,0
PFN1,-3.489190086353368,-1.654364633894579,0.09805344771896299,0.9454905887484688,1_vs_0,1,0
CD48,-0.6598428055533065,-1.6497400143507788,0.0989961222993092,0.9454905887484688,1_vs_0,1,0
AUP1,-0.19616680342639886,-1.6454072617292794,0.09988585303289801,0.9454905887484688,1_vs_0,1,0
IKZF1,-0.24346792477871065,-1.6452484355342283,0.09991858876728207,0.9454905887484688,1_vs_0,1,0
COX7B,-0.364275646364576,-1.6433267720149924,0.10031534201838113,0.9454905887484688,1_vs_0,1,0
PNPLA2,-0.23172554983296573,-1.6421203450285666,0.10056506613422414,0.9454905887484688,1_vs_0,1,0
RPL27A,-1.4935206872907945,-1.6400652114916676,0.10099160875702923,0.9454905887484688,1_vs_0,1,0
SEC61G,-0.2904560715764765,-1.6382520551339765,0.10136912470549773,0.9454905887484688,1_vs_0,1,0
TMA7,-1.3979575786880412,-1.6320517598611428,0.10266858284735188,0.9454905887484688,1_vs_0,1,0
DDX24,-0.41781527978892197,-1.6244710918012526,0.10427530519662025,0.9454905887484688,1_vs_0,1,0
RPS23,-11.126408113929731,-1.6219697339369912,0.10480982876742817,0.9454905887484688,1_vs_0,1,0
JUN,-8.631298861638198,-1.6198721096533677,0.1052597521548775,0.9454905887484688,1_vs_0,1,0
TPT1,-9.643404332406101,-1.6191553441301685,0.10541384342478359,0.9454905887484688,1_vs_0,1,0
SNRPC,-0.19194431326311606,-1.6180527095571353,0.10565123877439184,0.9454905887484688,1_vs_0,1,0
RPS27,-8.24886691386202,-1.6153191128819209,0.10624160671256447,0.9454905887484688,1_vs_0,1,0
SF3B6,-0.24367373625812755,-1.61498294479847,0.10631438833725132,0.9454905887484688,1_vs_0,1,0
PPP1R15A,-1.507047497711417,-1.614566962710277,0.10640450470277159,0.9454905887484688,1_vs_0,1,0
MAPK1IP1L,-0.26028632937006063,-1.611934296292046,0.10697623808754504,0.9454905887484688,1_vs_0,1,0
CDC37,-0.33473852418794114,-1.6107243687964863,0.10723981187354202,0.9454905887484688,1_vs_0,1,0
P4HB,-0.24162976024455804,-1.5973060943018307,0.11019749301026774,0.9454905887484688,1_vs_0,1,0
RPS3A,-11.139694257846122,-1.5914639501892642,0.11150520222153718,0.9454905887484688,1_vs_0,1,0
BRI3,-0.20260614074588373,-1.5871910748069413,0.11246937557765839,0.9454905887484688,1_vs_0,1,0
TALDO1,-0.6850403754636166,-1.5818948406261404,0.11367357896229706,0.9454905887484688,1_vs_0,1,0
AP2M1,-0.20570953497398467,-1.5791413836032397,0.1143036312861229,0.9454905887484688,1_vs_0,1,0
UQCRB,-1.0531261699722874,-1.575177317430653,0.11521552131595103,0.9454905887484688,1_vs_0,1,0
NFKBIA,-6.027584743261296,-1.5744889706647172,0.11537444938310142,0.9454905887484688,1_vs_0,1,0
OAZ1,-1.9496830956462907,-1.569625625095349,0.11650223334694874,0.9454905887484688,1_vs_0,1,0
SUPT4H1,-0.1861743448736502,-1.5676996052928776,0.1169512538483951,0.9454905887484688,1_vs_0,1,0
EAPP,-0.19153343448195057,-1.5672724937828737,0.11705101187576002,0.9454905887484688,1_vs_0,1,0
FAU,-7.365398541506982,-1.5608276585296255,0.11856441963770395,0.9454905887484688,1_vs_0,1,0
MAGOH,-0.19353368952380454,-1.5539178627107368,0.12020401029910793,0.9454905887484688,1_vs_0,1,0
ITGA4,-0.20974362554616127,-1.5513135341855981,0.12082656497022301,0.9454905887484688,1_vs_0,1,0
RNPS1,-0.2096850570519058,-1.5503063658533887,0.1210680001419551,0.9454905887484688,1_vs_0,1,0
RPS13,-9.697650793772116,-1.5459860740195055,0.12210793110429116,0.9454905887484688,1_vs_0,1,0
DUSP1,-4.756530040237792,-1.5433633824623123,0.12274263299035987,0.9454905887484688,1_vs_0,1,0
RPS27A,-10.780532296605777,-1.5405446927722972,0.12342763747376817,0.9454905887484688,1_vs_0,1,0
SRSF5,-0.8931269366187159,-1.5380666002052454,0.12403233143337054,0.9454905887484688,1_vs_0,1,0
PRDX1,-0.22524875097987673,-1.5354900532784244,0.12466349849992202,0.9454905887484688,1_vs_0,1,0
LAMTOR5,-0.21252326086299214,-1.529061924779122,0.12624909321724923,0.9454905887484688,1_vs_0,1,0
FAAP20,-0.19677925650211228,-1.5287947137898987,0.12631534327368518,0.9454905887484688,1_vs_0,1,0
RPS24,-8.362245580995035,-1.523841601520853,0.12754828451449418,0.9454905887484688,1_vs_0,1,0
CCDC59,-0.2210988877621178,-1.5235826762448674,0.12761299341904422,0.9454905887484688,1_vs_0,1,0
SF3B2,-0.28646504514463056,-1.5202353969240547,0.12845182408343525,0.9454905887484688,1_vs_0,1,0
LUC7L3,-0.18422822745922734,-1.5186347964916158,0.12885444738474536,0.9454905887484688,1_vs_0,1,0
RPS28,-8.45198754993505,-1.518555452041904,0.1288744315769163,0.9454905887484688,1_vs_0,1,0
DDX6,-0.21645977042962156,-1.515089028916017,0.12974985964363958,0.9454905887484688,1_vs_0,1,0
BZW1,-0.2431109155976485,-1.5123382221169401,0.1304478422014047,0.9454905887484688,1_vs_0,1,0
MBP,-0.20487896035130537,-1.511347207514614,0.1307000122792532,0.9454905887484688,1_vs_0,1,0
STK17A,-0.2855324156985032,-1.5086255817939898,0.13139449290044633,0.9454905887484688,1_vs_0,1,0
OCIAD1,-0.2066470575261662,-1.5028915341660125,0.1328670164653241,0.9454905887484688,1_vs_0,1,0
COX8A,-0.5826368412840855,-1.5013332959555699,0.13326937719770804,0.9454905887484688,1_vs_0,1,0
ZNF207,-0.17766248565618153,-1.4993318280619627,0.13378756933504635,0.9454905887484688,1_vs_0,1,0
CD44,-0.5763935514426339,-1.4988200963139917,0.13392030966968926,0.9454905887484688,1_vs_0,1,0
EIF4A2,-0.36128345063805795,-1.4976212605657229,0.1342316797819801,0.9454905887484688,1_vs_0,1,0
PSMA7,-0.4474922654967418,-1.4842023446520922,0.13775524797400665,0.9454905887484688,1_vs_0,1,0
BUD31,-0.1820047448337283,-1.4819317716068807,0.13835845018191187,0.9454905887484688,1_vs_0,1,0
LSM8,-0.17423890703318098,-1.4817299472937255,0.13841216532110712,0.9454905887484688,1_vs_0,1,0
RNH1,-0.24539769892006913,-1.4813064624033194,0.1385249272075906,0.9454905887484688,1_vs_0,1,0
BIN2,-0.31826690466750784,-1.4772357182502434,0.1396124623624669,0.9454905887484688,1_vs_0,1,0
CYCS,-0.20073258096023658,-1.4771686634554937,0.1396304314982688,0.9454905887484688,1_vs_0,1,0
COPS9,-0.2643974148698328,-1.476803676466996,0.13972827079327554,0.9454905887484688,1_vs_0,1,0
ATRX,-0.19821134041000973,-1.4752674187424561,0.14014066222834043,0.9454905887484688,1_vs_0,1,0
PSMB3,-0.387454007196974,-1.4749088806755033,0.14023704244578422,0.9454905887484688,1_vs_0,1,0
MYL12A,-1.244523943948234,-1.4736673022250404,0.14057119071940008,0.9454905887484688,1_vs_0,1,0
PTMA,-5.671250788667879,-1.471149488453192,0.1412506939361989,0.9454905887484688,1_vs_0,1,0
EWSR1,-0.25909962334684467,-1.4697280304115032,0.1416354278976865,0.9454905887484688,1_vs_0,1,0
SEPT7,-0.46957435881128856,-1.467717545721234,0.14218096272040612,0.9454905887484688,1_vs_0,1,0
BANF1,-0.20974446103575395,-1.467008798265306,0.1423736619539097,0.9454905887484688,1_vs_0,1,0
RPL12,-8.414216930413057,-1.4625428684319226,0.14359250601705786,0.9454905887484688,1_vs_0,1,0
POLR2E,-0.20101935651724254,-1.4625369021089554,0.14359413968540946,0.9454905887484688,1_vs_0,1,0
RELB,-0.22734069430343698,-1.4600935962085255,0.14426435235516677,0.9454905887484688,1_vs_0,1,0
JUND,-0.6279477341100438,-1.454661985654343,0.1457628614981565,0.9454905887484688,1_vs_0,1,0
SNRNP70,-0.17084978064785997,-1.45151203054956,0.14663733470835913,0.9454905887484688,1_vs_0,1,0
LSM14A,-0.18637538650824612,-1.4492973091219832,0.1472545722399061,0.9454905887484688,1_vs_0,1,0
BCLAF1,-0.3423850436980124,-1.4448499148937104,0.14850004712086698,0.9454905887484688,1_vs_0,1,0
IL7R,-0.6883107984280966,-1.4422990964830047,0.14921801497490655,0.9454905887484688,1_vs_0,1,0
CYTH1,-0.20215350850032746,-1.4419993721758098,0.14930255072479381,0.9454905887484688,1_vs_0,1,0
C11orf58,-0.3282283804160595,-1.4400544610105583,0.149851991567508,0.9454905887484688,1_vs_0,1,0
TMED10,-0.18347997855334855,-1.4384528044723282,0.1503056193326774,0.9454905887484688,1_vs_0,1,0
RPL18A,-8.67992392455794,-1.4367465362551943,0.1507900267414105,0.9454905887484688,1_vs_0,1,0
UBL5,-0.5452782499938218,-1.4351620539457546,0.1512409239541893,0.9454905887484688,1_vs_0,1,0
HNRNPA2B1,-1.1468106505138986,-1.4329315145152035,0.15187741000926472,0.9454905887484688,1_vs_0,1,0
MIEN1,-0.17898302863861357,-1.4329210661751621,0.15188039624274782,0.9454905887484688,1_vs_0,1,0
DDX5,-1.372181968652508,-1.4314289441700467,0.15230731796340347,0.9454905887484688,1_vs_0,1,0
RCSD1,-0.20954330822807343,-1.4257911874618856,0.1539286254357609,0.9454905887484688,1_vs_0,1,0
HNRNPK,-0.488682414714839,-1.421903537903658,0.15505425600715994,0.9454905887484688,1_vs_0,1,0
NDUFA2,-0.27850756457987447,-1.4195987638765575,0.15572452550766755,0.9454905887484688,1_vs_0,1,0
HNRNPDL,-0.8795358267296324,-1.4192715967280716,0.15581984951899497,0.9454905887484688,1_vs_0,1,0
WHAMM,-0.20216447987751265,-1.4173406682359058,0.15638335040850887,0.9454905887484688,1_vs_0,1,0
RPS3,-9.648508870765598,-1.4166718044358,0.15657890425700022,0.9454905887484688,1_vs_0,1,0
ATP6V0C,-0.6664288215399793,-1.4163344133361762,0.15667761669076669,0.9454905887484688,1_vs_0,1,0
TBRG1,-0.2119955981602446,-1.4150946034516378,0.1570407602568615,0.9454905887484688,1_vs_0,1,0
RPS19,-8.662727853621758,-1.4138166180731524,0.15741575296168697,0.9454905887484688,1_vs_0,1,0
RPL36A,-0.7402984782509713,-1.407887171477201,0.1591644823313808,0.9454905887484688,1_vs_0,1,0
RAD21,-0.19063009197068118,-1.4073712827856366,0.15931732203232096,0.9454905887484688,1_vs_0,1,0
DNAJB6,-0.17436703947370047,-1.4033944247554175,0.1604992546082159,0.9454905887484688,1_vs_0,1,0
KIF2A,-0.20806486233655766,-1.3948442555895997,0.16306281012399604,0.9454905887484688,1_vs_0,1,0
TMSB4X,-8.377074845348226,-1.3927685831266678,0.16368978163834969,0.9454905887484688,1_vs_0,1,0
FMNL1,-0.18627361749946628,-1.391574005581129,0.1640514349788953,0.9454905887484688,1_vs_0,1,0
GSTO1,-0.2399583409044462,-1.3903125194952823,0.1644339977960757,0.9454905887484688,1_vs_0,1,0
C19orf70,-0.16716045469325513,-1.3902163946068473,0.1644631765046426,0.9454905887484688,1_vs_0,1,0
FUS,-0.5500109521238733,-1.3875925465152585,0.16526115237245242,0.9454905887484688,1_vs_0,1,0
FXYD5,-1.9131060027304116,-1.379637028028227,0.16769843064846368,0.9454905887484688,1_vs_0,1,0
MAX,-0.18752226571778607,-1.3793120230604161,0.167798571142045,0.9454905887484688,1_vs_0,1,0
ITGB1,-0.18106229875252142,-1.3783000357241946,0.16811067218425457,0.9454905887484688,1_vs_0,1,0
EIF3A,-0.19798457476578613,-1.3773600388750278,0.1684009613060079,0.9454905887484688,1_vs_0,1,0
GLIPR1,-0.3379619469177038,-1.3746132891364229,0.16925136643377559,0.9454905887484688,1_vs_0,1,0
RPL14,-7.189740461486348,-1.3738716724594187,0.16948152534105398,0.9454905887484688,1_vs_0,1,0
TAF7,-0.20005424808287953,-1.37273418478347,0.16983499779010358,0.9454905887484688,1_vs_0,1,0
DAZAP2,-0.8497498799692138,-1.3702861747831316,0.1705975870085642,0.9454905887484688,1_vs_0,1,0
TMEM50A,-0.3564444842703332,-1.3680980684389326,0.1712813812492452,0.9454905887484688,1_vs_0,1,0
RPS18,-8.904935644646551,-1.3654496764125803,0.17211175960246783,0.9454905887484688,1_vs_0,1,0
PSMD7,-0.16849449327901617,-1.3621150229299146,0.17316158794537206,0.9454905887484688,1_vs_0,1,0
FAM49B,-0.18647159328776083,-1.3574943113068234,0.1746241997730228,0.9454905887484688,1_vs_0,1,0
LAMTOR1,-0.3434635350957165,-1.3544255471399347,0.17560065170043682,0.9454905887484688,1_vs_0,1,0
YWHAZ,-0.8258134845508385,-1.3530859925209877,0.17602816005508048,0.9454905887484688,1_vs_0,1,0
LAMP1,-0.18502469389989898,-1.3511987006612318,0.1766317907083158,0.9454905887484688,1_vs_0,1,0
TKT,-0.6577095263635732,-1.350610205255669,0.1768203299866653,0.9454905887484688,1_vs_0,1,0
