,Foldchange,stat,pvalue,FDR,comparison,group1,group2
TSTA3,-0.04627035743394689,-0.4036486324804314,0.6864711180320734,0.999247160775692,2_vs_0,2,0
PFDN1,-0.05711479984377236,-0.4036035471815383,0.6865042768228595,0.999247160775692,2_vs_0,2,0
DNAJC19,-0.05678020176726513,-0.40340579090392414,0.6866497273469792,0.999247160775692,2_vs_0,2,0
DDX24,-0.10375090667524062,-0.4033848372592876,0.68666513951544,0.999247160775692,2_vs_0,2,0
EBAG9,-0.04507656998023128,-0.4031912925632456,0.686807504843626,0.999247160775692,2_vs_0,2,0
ARHGAP17,-0.044700948496698714,-0.40315915459887836,0.6868311455846619,0.999247160775692,2_vs_0,2,0
CSNK1D,-0.0725672184895396,-0.40273896942930004,0.6871402626823314,0.999247160775692,2_vs_0,2,0
ANKRD10,-0.06649173146110428,-0.4019088707574496,0.6877510940520413,0.999247160775692,2_vs_0,2,0
GMPPA,-0.044583911966367795,-0.40156642156379146,0.6880031460436404,0.999247160775692,2_vs_0,2,0
SVBP,-0.06319618859417266,-0.40112132366408454,0.6883308020987383,0.999247160775692,2_vs_0,2,0
EIF2AK4,-0.05217893817632725,-0.40100960077156045,0.6884130554000201,0.999247160775692,2_vs_0,2,0
MCUR1,-0.04827233351811382,-0.40088440595104197,0.6885052314638256,0.999247160775692,2_vs_0,2,0
ACAP1,-0.16184005708606086,-0.40068045931656454,0.6886553993231641,0.999247160775692,2_vs_0,2,0
TXNL4A,-0.05784610652225526,-0.4005419306587314,0.688757406299041,0.999247160775692,2_vs_0,2,0
SMC5,-0.0470923998023908,-0.4004286356808826,0.6888408364074909,0.999247160775692,2_vs_0,2,0
HSP90AB1,-0.3575306571886101,-0.40037259349659193,0.6888821071163281,0.999247160775692,2_vs_0,2,0
FASTK,-0.04525731764887616,-0.40019177060066746,0.6890152754254468,0.999247160775692,2_vs_0,2,0
TMED1,-0.046535133968526814,-0.4001783792885771,0.689025137935894,0.999247160775692,2_vs_0,2,0
TECR,-0.15704235605125128,-0.40013790794811915,0.6890549448224099,0.999247160775692,2_vs_0,2,0
HSPB11,-0.07378001352230938,-0.4000873062121334,0.689092213360274,0.999247160775692,2_vs_0,2,0
SMARCA4,-0.0529052761706884,-0.4000583536066949,0.6891135374991277,0.999247160775692,2_vs_0,2,0
REEP3,-0.05242253980711278,-0.3998774802531464,0.6892467597191436,0.999247160775692,2_vs_0,2,0
HPCAL1,-0.10102980547180385,-0.3998774703954875,0.6892467669800624,0.999247160775692,2_vs_0,2,0
WDFY2,-0.06610679100395488,-0.3994514175597101,0.6895606141581152,0.999247160775692,2_vs_0,2,0
SDHC,-0.12345205303512935,-0.3993276969349973,0.6896517616181362,0.999247160775692,2_vs_0,2,0
ZNF655,-0.04545169522323289,-0.39915036969791895,0.6897824099947064,0.999247160775692,2_vs_0,2,0
ARL6IP1,-0.04628844973713268,-0.39911727892372145,0.6898067911195473,0.999247160775692,2_vs_0,2,0
MRPL42,-0.04457782385115007,-0.39907907447191,0.6898349403781927,0.999247160775692,2_vs_0,2,0
PPP1R2,-0.09125599561258722,-0.3989638437317321,0.6899198456460316,0.999247160775692,2_vs_0,2,0
SLC12A9,-0.055946762300570045,-0.39888053165364884,0.6899812347724223,0.999247160775692,2_vs_0,2,0
PAFAH1B3,-0.05544184479359489,-0.39871242547748004,0.6901051112736523,0.999247160775692,2_vs_0,2,0
RPP25L,-0.04693991250028681,-0.3985912332500218,0.6901944222993222,0.999247160775692,2_vs_0,2,0
RNF5,-0.07056234728105579,-0.39848538578787485,0.6902724287306523,0.999247160775692,2_vs_0,2,0
C7orf50,-0.09606843429493535,-0.3984302157005129,0.6903130887485569,0.999247160775692,2_vs_0,2,0
ACTR10,-0.044339718382588454,-0.39828357511373486,0.6904211663113695,0.999247160775692,2_vs_0,2,0
SURF2,-0.05086374522527128,-0.3980642565661709,0.6905828210212617,0.999247160775692,2_vs_0,2,0
SULF2,-0.04487793008309058,-0.3979742292608452,0.6906491821852069,0.999247160775692,2_vs_0,2,0
AKT1,-0.046927640429056165,-0.39792792926602755,0.6906833118849591,0.999247160775692,2_vs_0,2,0
USP48,-0.0759574431701127,-0.3977129188805883,0.6908418134444232,0.999247160775692,2_vs_0,2,0
IRF5,-0.08130689140233932,-0.39763296865859515,0.6909007546822141,0.999247160775692,2_vs_0,2,0
AOAH,-0.14785439749557414,-0.39759894580244765,0.6909258377232287,0.999247160775692,2_vs_0,2,0
FAM120A,-0.07419157269364288,-0.39758307151485633,0.6909375410133578,0.999247160775692,2_vs_0,2,0
FKBP2,-0.2177950323613105,-0.3972761451903722,0.6911638364145372,0.999247160775692,2_vs_0,2,0
LSP1,-0.9676893120010014,-0.3972550628170621,0.691179381366767,0.999247160775692,2_vs_0,2,0
C6orf62,-0.12420296543868128,-0.39706447501802095,0.6913199159610055,0.999247160775692,2_vs_0,2,0
GNPAT,-0.04427791869343538,-0.3967350660493869,0.691562838828243,0.999247160775692,2_vs_0,2,0
MAP4K4,-0.04565351083008441,-0.3966828671897211,0.6916013358274018,0.999247160775692,2_vs_0,2,0
DNTTIP2,-0.09858015082386846,-0.3965981558361628,0.6916638126991648,0.999247160775692,2_vs_0,2,0
PCNP,-0.060942704686288963,-0.39624829483972446,0.6919218667026434,0.999247160775692,2_vs_0,2,0
MRFAP1L1,-0.049238195212268784,-0.3961626436201223,0.6919850476458546,0.999247160775692,2_vs_0,2,0
KEAP1,-0.04499298967285622,-0.39583982604765106,0.6922231945022976,0.999247160775692,2_vs_0,2,0
CD14,-2.3722317633296988,-0.3957342047159482,0.6923011193851119,0.999247160775692,2_vs_0,2,0
VHL,-0.04501588334167334,-0.39560544134441716,0.6923961223150945,0.999247160775692,2_vs_0,2,0
DR1,-0.04484467704797977,-0.3955435182752497,0.6924418115110407,0.999247160775692,2_vs_0,2,0
ZDHHC12,-0.0902146689545106,-0.3953024971968256,0.6926196566845064,0.999247160775692,2_vs_0,2,0
DNPEP,-0.055981517634753244,-0.394908737717699,0.6929102412628074,0.999247160775692,2_vs_0,2,0
FOXN3,-0.05799314589520792,-0.39483456839856423,0.6929649814110583,0.999247160775692,2_vs_0,2,0
TSPAN4,-0.04459709573159023,-0.3948119973393318,0.6929816401419306,0.999247160775692,2_vs_0,2,0
KANSL1,-0.05878194041962825,-0.3946461777764145,0.6931040290012012,0.999247160775692,2_vs_0,2,0
POP5,-0.060818170679944786,-0.3944959271269716,0.693214933602572,0.999247160775692,2_vs_0,2,0
KCNK6,-0.04475812868596956,-0.39438763899973794,0.693294868458842,0.999247160775692,2_vs_0,2,0
TCIRG1,-0.3277829632609651,-0.3943847790113767,0.6932969796576925,0.999247160775692,2_vs_0,2,0
MAT2A,-0.04364178120456905,-0.39436004264112784,0.693315239760191,0.999247160775692,2_vs_0,2,0
SMARCC2,-0.05461763272053485,-0.39410473099350807,0.6935037182718953,0.999247160775692,2_vs_0,2,0
UBE2K,-0.058502518455126176,-0.39395812478965836,0.6936119558242292,0.999247160775692,2_vs_0,2,0
RAB3D,-0.04338335098864341,-0.3938843144067794,0.6936664514858202,0.999247160775692,2_vs_0,2,0
THOC6,-0.04534783793993868,-0.39373274770415184,0.6937783611388522,0.999247160775692,2_vs_0,2,0
OAZ2,-0.0437446032811308,-0.3933825573108812,0.6940369506272677,0.999247160775692,2_vs_0,2,0
CTSB,-0.4382689938223917,-0.3933665977010501,0.6940487364578671,0.999247160775692,2_vs_0,2,0
OGFRL1,-0.052603438304325505,-0.39312435254442335,0.6942276384097139,0.999247160775692,2_vs_0,2,0
TDG,-0.05080654394167238,-0.39305345363815986,0.6942800016179209,0.999247160775692,2_vs_0,2,0
UBLCP1,-0.044394695315451815,-0.3930266703337493,0.694299783117294,0.999247160775692,2_vs_0,2,0
PIK3IP1,0.16857793012835617,0.39276299573330753,0.694494537899256,0.999247160775692,2_vs_0,2,0
PPA1,-0.09608966503682805,-0.3927162561721722,0.6945290626810816,0.999247160775692,2_vs_0,2,0
TRG-AS1,-0.045457816764555625,-0.39271553654678737,0.6945295942466407,0.999247160775692,2_vs_0,2,0
PRKAG1,-0.04630472013531136,-0.39265866271520883,0.6945716057050995,0.999247160775692,2_vs_0,2,0
IKBIP,-0.0751525033413492,-0.392631989141509,0.6945913092151998,0.999247160775692,2_vs_0,2,0
CD8A,-0.11205397023361989,-0.3925623139682859,0.6946427785631478,0.999247160775692,2_vs_0,2,0
TRIM27,-0.05571158621339492,-0.39248106251065223,0.6947028011398856,0.999247160775692,2_vs_0,2,0
KAT8,-0.04449337996639737,-0.3924558810977184,0.6947214036967487,0.999247160775692,2_vs_0,2,0
MVD,-0.04373370439422873,-0.39242243613073796,0.6947461111688473,0.999247160775692,2_vs_0,2,0
ABR,-0.04431207875262632,-0.39227801969823806,0.694852802543152,0.999247160775692,2_vs_0,2,0
AKNA,-0.1387987579016079,-0.3918753726652647,0.6951503003649464,0.999247160775692,2_vs_0,2,0
LINC02256,-0.05879075657388695,-0.3917099812593136,0.6952725142563136,0.999247160775692,2_vs_0,2,0
CLPTM1,-0.04885007777263622,-0.3916623494557182,0.6953077126448768,0.999247160775692,2_vs_0,2,0
NME6,-0.04464557873574657,-0.39161110185571213,0.695345583725349,0.999247160775692,2_vs_0,2,0
SLC25A20,-0.04596839371502068,-0.3916095559982815,0.6953467260987745,0.999247160775692,2_vs_0,2,0
SPTAN1,-0.046764644561740724,-0.39152325619511097,0.6954105019007628,0.999247160775692,2_vs_0,2,0
INSIG1,-0.04839973870037563,-0.39146108700052074,0.6954564464491853,0.999247160775692,2_vs_0,2,0
MRPS25,-0.04511917119142883,-0.39144185974619516,0.6954706560846444,0.999247160775692,2_vs_0,2,0
TYMP,-1.9685182887462118,-0.3914350199825371,0.695475710942838,0.999247160775692,2_vs_0,2,0
AL133415.1,-0.051311052304603685,-0.39138655918964316,0.6955115257895925,0.999247160775692,2_vs_0,2,0
AKIRIN1,-0.04440545441936939,-0.39133243964995384,0.6955515235241423,0.999247160775692,2_vs_0,2,0
RDH11,-0.04492867327070844,-0.3912357437769075,0.6956229899485318,0.999247160775692,2_vs_0,2,0
MORF4L1,-0.20121112524618387,-0.39122247299517565,0.6956327983890862,0.999247160775692,2_vs_0,2,0
DEK,-0.4218418059402488,-0.39115869532499753,0.6956799372032951,0.999247160775692,2_vs_0,2,0
RP9,-0.04390779412087275,-0.3908842637901774,0.6958827861420618,0.999247160775692,2_vs_0,2,0
HSPA8,-0.36564343708685526,-0.3906751257057997,0.6960373873555761,0.999247160775692,2_vs_0,2,0
MPPE1,-0.04581335269839692,-0.39038794419563955,0.6962497012173663,0.999247160775692,2_vs_0,2,0
PDE6D,-0.046178512307978675,-0.39030353736062323,0.6963121078854735,0.999247160775692,2_vs_0,2,0
ARHGEF2,-0.061391703495211954,-0.39009917254830956,0.6964632146730834,0.999247160775692,2_vs_0,2,0
CHMP1A,-0.04521079502976136,-0.38984313270685106,0.6966525468378764,0.999247160775692,2_vs_0,2,0
CBX6,-0.05351250829720008,-0.38979156964055983,0.6966906781395197,0.999247160775692,2_vs_0,2,0
SNX29,-0.04660667620199497,-0.3895562895332926,0.6968646793941762,0.999247160775692,2_vs_0,2,0
MECP2,-0.047793395876830694,-0.38948992832666096,0.6969137596665431,0.999247160775692,2_vs_0,2,0
EAF2,-0.04803313309254534,-0.38948777552179725,0.6969153518868223,0.999247160775692,2_vs_0,2,0
THAP2,-0.08162176345179459,-0.3890753815350238,0.6972203842069531,0.999247160775692,2_vs_0,2,0
LARP7,-0.08386859944447235,-0.38887040559836245,0.6973720154104756,0.999247160775692,2_vs_0,2,0
TTC14,-0.046225631674607776,-0.38883797713513335,0.697396005513903,0.999247160775692,2_vs_0,2,0
PEX16,-0.06768401547385616,-0.3887531158293226,0.6974587860999373,0.999247160775692,2_vs_0,2,0
CIB1,-0.2823254651628612,-0.38845452180796974,0.6976797030949624,0.999247160775692,2_vs_0,2,0
PIM1,-0.2556957483316723,-0.38818680757348606,0.6978777952393005,0.999247160775692,2_vs_0,2,0
SEC14L1,-0.07685717788019034,-0.38810276299245794,0.6979399873307481,0.999247160775692,2_vs_0,2,0
PLOD1,-0.045879282695201584,-0.3880880320511824,0.6979508882787591,0.999247160775692,2_vs_0,2,0
STX5,-0.0481276771050447,-0.3876880502991982,0.6982468999849477,0.999247160775692,2_vs_0,2,0
ERLEC1,-0.07731172008805663,-0.3872406466021594,0.6985780613095056,0.999247160775692,2_vs_0,2,0
PSMG4,-0.05233176635937063,-0.3871085606672154,0.698675840256988,0.999247160775692,2_vs_0,2,0
YIF1B,-0.13905942431083498,-0.38707748021052035,0.6986988488409871,0.999247160775692,2_vs_0,2,0
KIAA0040,-0.07725173771918346,-0.3869222093715553,0.6988137985990869,0.999247160775692,2_vs_0,2,0
WAC,-0.06288149186660895,-0.386732384154215,0.6989543389590951,0.999247160775692,2_vs_0,2,0
CRIPT,-0.04333607157664312,-0.38665488963181927,0.6990117163258311,0.999247160775692,2_vs_0,2,0
EVI2B,-0.19710308421813438,-0.386558400585451,0.6990831597446171,0.999247160775692,2_vs_0,2,0
ELOF1,-0.04886195163627069,-0.38644228805045105,0.6991691365228242,0.999247160775692,2_vs_0,2,0
CABIN1,-0.04343422055543856,-0.38632883095960147,0.6992531507753901,0.999247160775692,2_vs_0,2,0
S1PR1,0.050429369976885186,0.38605155447713285,0.6994584877385005,0.999247160775692,2_vs_0,2,0
YPEL3,-0.09833485702387644,-0.3857273299627679,0.6996986199214953,0.999247160775692,2_vs_0,2,0
PSME3,-0.043232313983328996,-0.38565264124113197,0.6997539412965732,0.999247160775692,2_vs_0,2,0
ANXA2R,-0.05557502920045479,-0.3855012954202665,0.6998660468949771,0.999247160775692,2_vs_0,2,0
PRSS23,-0.05007349792389699,-0.3854223884561062,0.6999244978321155,0.999247160775692,2_vs_0,2,0
THYN1,-0.0740630803541121,-0.38525375785064914,0.7000494182012227,0.999247160775692,2_vs_0,2,0
UBR2,-0.058043183043631826,-0.385054518193588,0.7001970239999105,0.999247160775692,2_vs_0,2,0
COMMD2,-0.04298810322835162,-0.3850003439766527,0.7002371606818946,0.999247160775692,2_vs_0,2,0
PIK3CD,-0.051001837114217755,-0.3848919777851679,0.7003174497141682,0.999247160775692,2_vs_0,2,0
RRAGA,-0.05540641818824226,-0.38479682243439267,0.700387953532438,0.999247160775692,2_vs_0,2,0
GRPEL1,-0.044321597920518686,-0.38477730974560215,0.7004024114626176,0.999247160775692,2_vs_0,2,0
NDUFB5,-0.14049161752242867,-0.38455019454806916,0.7005707004915145,0.999247160775692,2_vs_0,2,0
RELA,-0.04732015482205111,-0.38430028424939183,0.700755897341061,0.999247160775692,2_vs_0,2,0
RPL18,-2.418002311120643,-0.3842880003454475,0.700765000827237,0.999247160775692,2_vs_0,2,0
JOSD2,-0.18976298931250865,-0.38411574136169174,0.7008926648730449,0.999247160775692,2_vs_0,2,0
CEBPG,-0.06701983963216195,-0.3835288917353481,0.7013276524463692,0.999247160775692,2_vs_0,2,0
RFXANK,-0.08679301517375902,-0.3834184510747777,0.7014095247685224,0.999247160775692,2_vs_0,2,0
SMIM15,-0.048593809099156705,-0.38327103040489463,0.7015188166648912,0.999247160775692,2_vs_0,2,0
BICD2,-0.04233297121902795,-0.3831840272207358,0.7015833203073978,0.999247160775692,2_vs_0,2,0
EFR3A,-0.04275110670255943,-0.38311631697552295,0.7016335217679537,0.999247160775692,2_vs_0,2,0
DOCK2,-0.08515851484131028,-0.38299359053035203,0.7017245164397925,0.999247160775692,2_vs_0,2,0
HAUS1,-0.04394277488441746,-0.3828757005518048,0.7018119291746514,0.999247160775692,2_vs_0,2,0
PGP,-0.046534428746357305,-0.38279863700660455,0.7018690721714541,0.999247160775692,2_vs_0,2,0
PRCC,-0.042910348420933275,-0.38276182864169955,0.7018963663494857,0.999247160775692,2_vs_0,2,0
LENG8,-0.09244176122852386,-0.3826202685726073,0.7020013397060398,0.999247160775692,2_vs_0,2,0
MAPK8IP3,-0.04436153196968889,-0.3825908202823091,0.7020231776935582,0.999247160775692,2_vs_0,2,0
FXR1,-0.04456182362361952,-0.38231124536138755,0.702230514500648,0.999247160775692,2_vs_0,2,0
RTCA,-0.04245393264224631,-0.382168149910069,0.7023366447335988,0.999247160775692,2_vs_0,2,0
SMC3,-0.05040154937910958,-0.3820013537024825,0.702460360536239,0.999247160775692,2_vs_0,2,0
PLBD1,-0.5526964061203481,-0.381851032928396,0.7025718629615869,0.999247160775692,2_vs_0,2,0
QSOX1,-0.05775027843302954,-0.38179226853433734,0.70261545396952,0.999247160775692,2_vs_0,2,0
UFC1,-0.2494124728105137,-0.3817059491685085,0.7026794868321529,0.999247160775692,2_vs_0,2,0
BAG6,-0.04433795351222408,-0.3815862585923882,0.702768278396807,0.999247160775692,2_vs_0,2,0
PSMD2,-0.07058109032682548,-0.38154246026885563,0.7028007708712924,0.999247160775692,2_vs_0,2,0
DNM2,-0.07348358277388037,-0.3814763598593872,0.7028498095267375,0.999247160775692,2_vs_0,2,0
PTPRC,-0.6969553629473594,-0.38130116297610855,0.7029797907939144,0.999247160775692,2_vs_0,2,0
ARF1,-0.4351907821863545,-0.38129189129519003,0.7029866698388069,0.999247160775692,2_vs_0,2,0
C14orf119,-0.09054989941836465,-0.3812493553431215,0.7030182293387921,0.999247160775692,2_vs_0,2,0
IL2RG,-0.04439444079064784,-0.3812329529775283,0.7030303991915292,0.999247160775692,2_vs_0,2,0
UBA52,-1.2452211211539037,-0.3811732816948992,0.7030746733694345,0.999247160775692,2_vs_0,2,0
PPCS,-0.13408188747499025,-0.38091875193541014,0.7032635375950471,0.999247160775692,2_vs_0,2,0
GALK1,-0.08502512665686467,-0.38070725673733546,0.7034204835747344,0.999247160775692,2_vs_0,2,0
GPRIN3,-0.042981249500697635,-0.38033562393508347,0.7036962947917085,0.999247160775692,2_vs_0,2,0
SDAD1,-0.04269748225793148,-0.38025436228022363,0.7037566091844941,0.999247160775692,2_vs_0,2,0
PEA15,-0.04543172439345948,-0.3801717115208298,0.7038179565165348,0.999247160775692,2_vs_0,2,0
RECQL,-0.04520701654029041,-0.38009670031014203,0.7038736350801249,0.999247160775692,2_vs_0,2,0
SPG21,-0.09328152058275685,-0.37986073014044985,0.7040487989842837,0.999247160775692,2_vs_0,2,0
MTHFS,-0.04247922036310569,-0.37965744923756434,0.7041997097857293,0.999247160775692,2_vs_0,2,0
SLC25A11,-0.06919004978897353,-0.37953189232571444,0.7042929260043798,0.999247160775692,2_vs_0,2,0
IFI27,-2.3942609256452223,-0.3793876188269479,0.7044000433143476,0.999247160775692,2_vs_0,2,0
PUF60,-0.08413575877717573,-0.37935501629860924,0.704424250201622,0.999247160775692,2_vs_0,2,0
PDHB,-0.05553997102235768,-0.37899035932593345,0.7046950229195678,0.999247160775692,2_vs_0,2,0
FLOT1,-0.1998751125185761,-0.37897432402552667,0.7047069306452577,0.999247160775692,2_vs_0,2,0
ZNF331,0.05279161883153269,0.3788325277219382,0.7048122309475118,0.999247160775692,2_vs_0,2,0
MARC1,-0.04842563961144741,-0.3787921403463525,0.7048422243219652,0.999247160775692,2_vs_0,2,0
COPS7A,-0.04230489127109272,-0.37834031613959235,0.7051777993716961,0.999247160775692,2_vs_0,2,0
TMEM248,-0.04242303875717653,-0.3780800052708429,0.7053711613075379,0.999247160775692,2_vs_0,2,0
CCL5,-1.0766208767950416,-0.37798425229469357,0.7054422925184058,0.999247160775692,2_vs_0,2,0
PA2G4,-0.1347328156588803,-0.37791079251438614,0.7054968647149396,0.999247160775692,2_vs_0,2,0
ARFRP1,-0.04215540149477032,-0.3779093383055276,0.7054979450407279,0.999247160775692,2_vs_0,2,0
SEC31A,-0.07539134421865082,-0.37768039041832685,0.7056680368892483,0.999247160775692,2_vs_0,2,0
CAPZA2,-0.16574746592635417,-0.3775415227925823,0.7057712127353232,0.999247160775692,2_vs_0,2,0
EFTUD2,-0.041704858770349656,-0.3775304586893918,0.7057794333736075,0.999247160775692,2_vs_0,2,0
VPS26B,-0.04383955421238412,-0.37752599513266094,0.7057827498098577,0.999247160775692,2_vs_0,2,0
NCR3,-0.11132643901258234,-0.37731191611375864,0.7059418177338248,0.999247160775692,2_vs_0,2,0
TMED2,-0.07131888248381912,-0.37719633290574267,0.7060277052935682,0.999247160775692,2_vs_0,2,0
SREK1IP1,-0.06251404509023235,-0.3767284535619397,0.7063754152823856,0.999247160775692,2_vs_0,2,0
AAED1,-0.04220964365291482,-0.3767204338550051,0.7063813757555832,0.999247160775692,2_vs_0,2,0
AP1B1,-0.052800445219828525,-0.37645598176768186,0.7065779341178648,0.999247160775692,2_vs_0,2,0
DDAH2,-0.11698175205505264,-0.3763894718756308,0.70662737176896,0.999247160775692,2_vs_0,2,0
AMD1,-0.04411608669173778,-0.3762772371578011,0.7067108000725473,0.999247160775692,2_vs_0,2,0
C4orf3,-0.38957779212372834,-0.3761515842122044,0.7068042068318452,0.999247160775692,2_vs_0,2,0
CD68,-0.735201345279053,-0.37594834010318245,0.7069553019595056,0.999247160775692,2_vs_0,2,0
AES,-0.24025987964089504,-0.3757228168059001,0.7071229733277096,0.999247160775692,2_vs_0,2,0
CLK1,-0.09075339566287412,-0.3756482081337142,0.7071784462821505,0.999247160775692,2_vs_0,2,0
MRPS23,-0.056206630126982966,-0.37562678114914694,0.7071943779365429,0.999247160775692,2_vs_0,2,0
CISD1,-0.04143382047393786,-0.3753408829852974,0.707406964713533,0.999247160775692,2_vs_0,2,0
SLC22A18,-0.04817742901528896,-0.37528166738180907,0.7074509988186598,0.999247160775692,2_vs_0,2,0
MRPL22,-0.054263908151927435,-0.37515369420866435,0.7075461660001316,0.999247160775692,2_vs_0,2,0
VDAC2,-0.1331651842952944,-0.3749178797960678,0.7077215412271607,0.999247160775692,2_vs_0,2,0
STUB1,-0.12217130178068555,-0.37488915816735874,0.7077429025677875,0.999247160775692,2_vs_0,2,0
TSG101,-0.04612708775047678,-0.3748088802431575,0.7078026094575491,0.999247160775692,2_vs_0,2,0
PIH1D1,-0.08814728468414126,-0.374745969724461,0.7078494005553397,0.999247160775692,2_vs_0,2,0
TRANK1,-0.04338033434062155,-0.3745287093346308,0.7080110012855794,0.999247160775692,2_vs_0,2,0
GPS1,-0.08545268405902405,-0.3743862884989391,0.7081169426466627,0.999247160775692,2_vs_0,2,0
LSM12,-0.06255417910758876,-0.3742675083479716,0.7082053029354614,0.999247160775692,2_vs_0,2,0
CHI3L2,-0.04672291808124584,-0.3741952039699013,0.7082590919241367,0.999247160775692,2_vs_0,2,0
VPS72,-0.04228664775893176,-0.37419458085867696,0.7082595554780851,0.999247160775692,2_vs_0,2,0
GTF2I,-0.11529318318937506,-0.37385804845314635,0.7085099293397468,0.999247160775692,2_vs_0,2,0
FAM177A1,-0.06019918724122132,-0.3737821087384294,0.7085664314348916,0.999247160775692,2_vs_0,2,0
MRPL13,-0.044630871094971575,-0.3735891967265151,0.708709972670579,0.999247160775692,2_vs_0,2,0
UBE2E3,-0.07690208033620596,-0.3733949612530838,0.7088545091145362,0.999247160775692,2_vs_0,2,0
ABHD2,-0.04229759118863904,-0.3733858553741462,0.7088612853295659,0.999247160775692,2_vs_0,2,0
SNX17,-0.1514285608314019,-0.3731873021124617,0.7090090461067975,0.999247160775692,2_vs_0,2,0
FAM110A,-0.05182404792978762,-0.3729123757112963,0.7092136608650645,0.999247160775692,2_vs_0,2,0
ATP6V1E1,-0.1012026328339173,-0.37284952564855733,0.709260440150161,0.999247160775692,2_vs_0,2,0
SRD5A1,-0.046515527490562814,-0.37257867756306334,0.7094620448477632,0.999247160775692,2_vs_0,2,0
MEAF6,-0.09958232251869134,-0.37241967519550856,0.7095804071076448,0.999247160775692,2_vs_0,2,0
XAB2,-0.04453791286081578,-0.372296696553907,0.7096719579097339,0.999247160775692,2_vs_0,2,0
IQSEC1,-0.05133390291331141,-0.3721471069919741,0.7097833247215903,0.999247160775692,2_vs_0,2,0
C1orf43,-0.10891459945427681,-0.37178134247520833,0.7100556561141845,0.999247160775692,2_vs_0,2,0
C1orf21,-0.04523913409760005,-0.371550250162967,0.7102277358868994,0.999247160775692,2_vs_0,2,0
CPNE3,-0.05175353959701218,-0.3713848848367617,0.7103508820163023,0.999247160775692,2_vs_0,2,0
CDS2,-0.042477863611161445,-0.3713605529559482,0.7103690023960407,0.999247160775692,2_vs_0,2,0
SPI1,-1.3512815816561807,-0.37116100676245095,0.7105176141338522,0.999247160775692,2_vs_0,2,0
PRR14,-0.04658875141791014,-0.37102363865225424,0.7106199252315433,0.999247160775692,2_vs_0,2,0
NUMA1,-0.05163365353932605,-0.37091109886653656,0.7107037482005011,0.999247160775692,2_vs_0,2,0
ADI1,-0.08336544668742997,-0.37080675075796626,0.710781472891739,0.999247160775692,2_vs_0,2,0
JAGN1,-0.05124805796753236,-0.37074066427836966,0.7108306995965697,0.999247160775692,2_vs_0,2,0
PRKX,-0.04175590387261143,-0.37048309158513393,0.7110225726641466,0.999247160775692,2_vs_0,2,0
UBE2E1,-0.04726163643405886,-0.37030889244919846,0.7111523488286644,0.999247160775692,2_vs_0,2,0
UBE2G1,-0.04336410174889831,-0.370202970723084,0.711231263275008,0.999247160775692,2_vs_0,2,0
TP53TG1,-0.04690150975190774,-0.37006888354738005,0.7113311661533839,0.999247160775692,2_vs_0,2,0
PFDN6,-0.10399363367106232,-0.37005515221090857,0.7113413970912457,0.999247160775692,2_vs_0,2,0
HMGN4,-0.05959704326853696,-0.369792687787145,0.7115369639551703,0.999247160775692,2_vs_0,2,0
RMDN1,-0.04354548285076401,-0.3696295916857926,0.7116584992956823,0.999247160775692,2_vs_0,2,0
AF213884.3,-0.05917917465389162,-0.36954234847624323,0.7117235138711667,0.999247160775692,2_vs_0,2,0
ZBTB38,-0.058869460287940545,-0.36934586275918135,0.711869944810631,0.999247160775692,2_vs_0,2,0
SRP9,-0.12953105130276749,-0.36921914508691855,0.7119643867664535,0.999247160775692,2_vs_0,2,0
SYNRG,-0.0732327528461712,-0.3691742350890693,0.7119978589913881,0.999247160775692,2_vs_0,2,0
STX11,-0.1619765743405682,-0.36911496510858094,0.71204203481781,0.999247160775692,2_vs_0,2,0
PIK3R5,-0.04688939069186223,-0.36907097309581616,0.712074824107451,0.999247160775692,2_vs_0,2,0
FAM207A,-0.061743549053631545,-0.36830339125618494,0.7126470241255294,0.999247160775692,2_vs_0,2,0
EIF2AK1,-0.049627613517617776,-0.3680676115192989,0.712822820509241,0.999247160775692,2_vs_0,2,0
AP3D1,-0.05657546637083467,-0.36800044174824853,0.7128729048017208,0.999247160775692,2_vs_0,2,0
QPCT,-0.06331607867762062,-0.3678724691876365,0.7129683293533411,0.999247160775692,2_vs_0,2,0
SPTSSA,-0.056089250072969,-0.3678672330171316,0.7129722338736877,0.999247160775692,2_vs_0,2,0
DAZAP1,-0.05017808309016893,-0.3678568016648635,0.712980012372212,0.999247160775692,2_vs_0,2,0
CFP,-0.43345934291208177,-0.3677964785836369,0.7130249949490028,0.999247160775692,2_vs_0,2,0
CAMK1,-0.04164495126662623,-0.36778687665665183,0.7130321551431364,0.999247160775692,2_vs_0,2,0
NUDT18,-0.0413346217180422,-0.3677296630326231,0.713074820088315,0.999247160775692,2_vs_0,2,0
RNF44,-0.04348904203794607,-0.3676873755308574,0.7131063550064963,0.999247160775692,2_vs_0,2,0
CARD9,-0.04219621436895433,-0.3674565265564686,0.7132785138883289,0.999247160775692,2_vs_0,2,0
SNRPA1,-0.05439299850217543,-0.36730628954386035,0.7133905631071119,0.999247160775692,2_vs_0,2,0
DRG2,-0.040548779814156735,-0.36724576755850497,0.7134357031400004,0.999247160775692,2_vs_0,2,0
TRAPPC4,-0.04172880152931162,-0.367158096558502,0.7135010939147477,0.999247160775692,2_vs_0,2,0
